,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Action Details,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Player Full Name,,Team,Match Date,Opposition,,Action,Period,Time,,x,y,ex,ey,Dir
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,43:02,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,43:05,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,43:05,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,43:05,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,43:12,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,43:19,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,1st Half,43:22,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,43:22,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,1st Half,43:40,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Side Back,1st Half,43:40,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,43:54,Video,,,,,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,43:56,Video,,,,,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,43:57,Video,,,,,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Save Held,1st Half,44:03,Video,,,,,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Throw,1st Half,44:03,Video,,,,,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,44:09,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,44:13,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,44:17,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,44:24,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,44:27,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Stand Tackle,1st Half,44:27,Video,,,,,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Ground GK,1st Half,45:38,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Long,1st Half,45:39,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,45:51,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,45:51,Video,,,,,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,45:54,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,46:18,Video,,,,,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,46:19,Video,,,,,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,46:22,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,46:26,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Dribble,1st Half,46:27,Video,,,,,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Sub Off,1st Half,58:25,Video,,,,,RL
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Sub On,1st Half,58:25,Video,,,,,RL
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Sub On,1st Half,58:25,Video,,,,,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Sub Off,1st Half,58:25,Video,,,,,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Sub Off,1st Half,58:25,Video,,,,,RL
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Sub On,1st Half,58:25,Video,,,,,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Sub Off,1st Half,58:25,Video,,,,,RL
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Sub On,2nd Half,45:00,Video,34.6,44.7,34.6,44.7,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Kick Off,2nd Half,45:00,Video,7.9,39.9,7.9,39.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,45:03,Video,47.7,57.4,47.7,57.4,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,45:03,Video,47.7,57.4,54,66.6,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,45:12,Video,30.1,66.8,36.2,63.1,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,45:12,Video,30.1,66.8,30.1,66.8,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,45:13,Video,36.6,63.2,48.9,80.5,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,45:25,Video,14.5,73.6,28.3,79.2,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,45:27,Video,28.5,77.3,56.7,49.5,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,45:30,Video,35.7,62.4,56.1,48.5,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,45:30,Video,35.7,62.4,35.7,62.4,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,45:32,Video,55,46.4,36.4,53.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,45:33,Video,36,52.2,46.1,40.3,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,45:38,Video,51.5,49.2,51.5,49.2,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,45:38,Video,51.5,49.2,58.5,65.5,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,45:42,Video,52,62.9,64.6,27,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,45:42,Video,52,62.9,52,62.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,45:44,Video,65.2,27.1,77.8,57.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,46:04,Video,69.7,29.2,77.5,29.6,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,46:28,Video,39.1,41.9,50.8,38.7,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,46:28,Video,39.1,41.9,39.1,41.9,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,46:29,Video,48.5,39.2,48.5,39.2,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Save Parried,2nd Half,46:38,Video,-1.7,38.4,-1.7,38.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,46:43,Video,16.1,42,20.8,57.6,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,46:43,Video,16.1,42,16.1,42,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,46:44,Video,22.8,58.1,42.6,66.4,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,46:47,Video,40.9,68,40.9,68,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,47:09,Video,35.5,66.3,35.4,75,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,47:09,Video,35.5,66.3,35.5,66.3,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Side Back,2nd Half,47:11,Video,38.1,72.3,41.4,61,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Throw,2nd Half,47:19,Video,10.1,35.2,10.1,35.2,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,47:22,Video,22.5,8.1,36.2,11.8,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,47:25,Video,33.7,14.9,33.1,15.9,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,47:26,Video,34,12.8,49.2,2,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,47:29,Video,47.3,5.5,41,23.2,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,47:32,Video,49.7,29.6,62.1,57.6,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,48:23,Video,42.2,24.4,42.2,24.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,48:23,Video,42.2,24.4,70.3,11.6,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,49:09,Video,2,55.9,1.9,46.1,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,49:11,Video,3,46.3,5.3,54.7,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,49:14,Video,8.8,54.9,13.4,41.3,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,49:29,Video,13,36.4,11.3,22.1,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,49:33,Video,11.3,20.5,4.7,40.4,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,49:39,Video,4.1,54.4,20,68.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,49:41,Video,24,66.7,46.3,25.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,49:43,Video,48.3,26.4,52.5,74.2,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,49:46,Video,50.5,69.3,53.7,36.1,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,49:52,Video,43,62.4,43,62.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,49:52,Video,43,62.4,43,62.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,49:52,Video,43,62.4,43,62.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,49:52,Video,43,62.4,43,62.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,49:52,Video,43,62.4,49.4,58.8,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,50:13,Video,44.1,55.7,44.1,55.7,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,50:13,Video,44.1,55.7,28.4,61.1,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,50:15,Video,26.5,60,36.4,22.1,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,50:19,Video,49.1,12.8,89.4,11.8,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Line Break,2nd Half,50:19,Video,49.1,12.8,49.1,12.8,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Cross,2nd Half,50:26,Video,110,20.7,110,20.7,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,2nd Half,51:03,Video,48.4,6.8,48.4,6.8,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,51:03,Video,48.4,6.8,40.6,18.2,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,51:05,Video,40.8,20.1,54.9,24.2,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,51:07,Video,55.5,26.1,58.8,40.6,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Ground GK,2nd Half,51:44,Video,0.7,46.7,0.7,46.7,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Long,2nd Half,51:46,Video,6.7,53.4,52,59.7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,52:20,Video,54.4,20.4,55.7,33.7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,52:20,Video,54.4,20.4,54.4,20.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,52:22,Video,55.6,34.9,74.2,21.6,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Inter,2nd Half,52:30,Video,50.6,25.2,50.6,25.2,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,52:39,Video,69.7,39,69.7,39,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,52:39,Video,69.7,39,69.7,39,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,52:39,Video,69.7,39,92.1,37.9,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,53:01,Video,18.7,68.1,13.4,46.7,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,53:03,Video,15,43.8,25.5,9.9,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,53:09,Video,32.7,3.2,32.7,3.2,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Foul Won,2nd Half,53:09,Video,32.7,3.2,32.7,3.2,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,FK,2nd Half,53:24,Video,41.1,7.4,41.1,7.4,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,53:24,Video,41.1,7.4,24.4,16.3,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,53:26,Video,22.9,22.1,20.5,50.3,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,53:29,Video,25.9,52.1,51.1,74.4,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,53:33,Video,52.7,72.1,57.1,65,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,53:37,Video,52.5,71.5,60.2,77.5,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,53:38,Video,58.5,77,45.9,77.3,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,53:42,Video,45.5,71.9,29.1,58.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,53:43,Video,30.6,54.4,52.7,10.6,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,53:50,Video,59.1,7.1,69.5,3.6,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,53:53,Video,70.1,2.9,82.4,15,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,54:04,Video,55,21.1,64.5,11.1,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,54:04,Video,55,21.1,55,21.1,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,54:05,Video,64.4,10.8,44.7,16.6,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,54:09,Video,39.5,19,27,39.6,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,54:12,Video,28.9,44,40.8,61.2,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,54:15,Video,40.1,59.6,56.1,78.2,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Def Aerial,2nd Half,54:45,Video,67.2,71.4,67.2,71.4,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,2nd Half,54:51,Video,59.8,58.8,59.8,58.8,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,2nd Half,55:22,Video,0.6,11.1,0.6,11.1,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,55:22,Video,0.6,11.1,18,14.2,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,55:37,Video,11.3,25.2,41.9,29.9,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,2nd Half,55:37,Video,11.3,25.2,11.3,25.2,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,55:42,Video,52.9,36.5,69.6,69.3,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,55:44,Video,69.6,69.3,69.6,69.3,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,55:44,Video,69.6,69.3,63.7,29.2,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Long,2nd Half,55:50,Video,73.2,28.9,96.1,16.1,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,2nd Half,55:50,Video,73.2,28.9,73.2,28.9,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Line Break,2nd Half,55:50,Video,73.2,28.9,73.2,28.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,56:12,Video,69.9,73.7,69.9,73.7,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,56:12,Video,69.9,73.7,58.5,68.1,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,56:16,Video,53.3,64.8,71.8,13.4,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,56:21,Video,84.2,14.3,84.2,14.3,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,56:21,Video,84.2,14.3,79,42.4,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,56:28,Video,82.4,29.1,82.4,29.1,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,56:28,Video,82.4,29.1,82.4,29.1,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,56:40,Video,56.1,54.4,56.1,54.4,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,56:40,Video,56.1,54.4,77.6,53.8,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,57:08,Video,51.2,53.3,51.2,53.3,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,57:08,Video,51.2,53.3,71.1,59.5,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Line Break,2nd Half,57:08,Video,51.2,53.3,51.2,53.3,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,57:23,Video,1.5,61.6,16.2,79,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,57:23,Video,1.5,61.6,1.5,61.6,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,57:26,Video,13.4,80.3,36.3,75.8,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,57:32,Video,42.6,74.1,40.5,55,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,57:35,Video,41.5,50.1,45.9,18.1,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Stand Tackle,2nd Half,57:51,Video,33.2,2.5,33.2,2.5,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,57:51,Video,33.2,2.5,33.2,2.5,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,57:51,Video,33.2,2.5,23.5,23.2,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,57:55,Video,27.8,27.1,45.7,17.2,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,57:59,Video,53.4,14.9,53.4,14.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,57:59,Video,53.4,14.9,53.4,14.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Att 1v1,2nd Half,57:59,Video,53.4,14.9,53.4,14.9,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,58:07,Video,67.2,20.4,67.4,26.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,2nd Half,58:07,Video,67.2,20.4,67.2,20.4,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,58:08,Video,68.3,27,71.7,14,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,58:09,Video,71.8,12.6,88.7,4.1,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,58:12,Video,89.9,6.3,72.8,7.7,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,58:17,Video,68.9,6.8,46.5,14.7,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,58:22,Video,45.4,17,42.4,46.6,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,58:26,Video,45.2,53.4,71.1,53.8,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Line Break,2nd Half,58:26,Video,45.2,53.4,45.2,53.4,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,58:31,Video,80.4,57.6,89.6,48.4,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Inter,2nd Half,58:49,Video,44.4,14.6,44.4,14.6,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,58:49,Video,44.4,14.6,53.9,14.9,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,59:00,Video,14.2,30.5,22.3,25.2,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,59:00,Video,14.2,30.5,14.2,30.5,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,59:01,Video,23.1,26.7,43.3,9.1,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,59:06,Video,49.3,7.9,49.3,7.9,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,59:23,Video,47.7,24.3,37.2,42.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,59:25,Video,41.4,45.7,60,69,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,59:28,Video,59.9,69,39.7,59.6,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,59:33,Video,32.5,57.2,28.2,38.3,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,59:36,Video,29.9,37.8,51.7,3.8,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,59:47,Video,48.5,2.6,56.7,6.6,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,59:57,Video,37.5,14.9,42.7,24.7,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,59:57,Video,37.5,14.9,37.5,14.9,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,59:58,Video,38.8,27.3,26.5,33.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,60:02,Video,28.5,33.1,38.6,28.8,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,60:04,Video,41.4,26.3,53.1,29.4,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,60:07,Video,55.5,34.5,60.8,41.2,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,60:08,Video,62.8,41.9,62.8,41.9,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,60:10,Video,69.6,44.9,69.6,44.9,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,60:10,Video,69.6,44.9,67,43.1,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,60:12,Video,67.6,42.8,69.3,36.2,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,60:13,Video,68.5,38.5,67.4,65,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,60:16,Video,77.5,67.6,77.5,67.6,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,60:53,Video,79.2,43.3,79.2,43.3,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,60:58,Video,61.3,78.6,61.3,78.6,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,60:58,Video,61.3,78.6,54.8,77,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,60:59,Video,54.2,76.9,70.2,44.3,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,2nd Half,61:01,Video,69.8,44.2,69.8,44.2,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,61:01,Video,69.8,44.2,69.8,44.2,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,61:40,Video,85.1,76.8,85.1,76.8,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,61:40,Video,85.1,76.8,85.1,76.8,LR
